claim_id	row_fingerprint	kind	specs	mysql_fixtures	native_tests	application_runners	ci_tiers
claim-0033	abedaf769ae2954f	mysql	docs/specs/baseline-sys-io-global-by-file-by-bytes-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_io_global_by_file_by_bytes_views_expectations.sh	packages/libmylite/tests/runtime_sys_io_global_by_file_by_bytes_views_test.c	-	pr-native;nightly-mysql
claim-0034	1862999f72a0ae6a	mysql	docs/specs/baseline-sys-io-global-by-file-by-latency-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_io_global_by_file_by_latency_views_expectations.sh	packages/libmylite/tests/runtime_sys_io_global_by_file_by_latency_views_test.c	-	pr-native;nightly-mysql
claim-0035	3e1eb8b918ae1131	mysql	docs/specs/baseline-sys-io-global-by-wait-by-bytes-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_io_global_by_wait_by_bytes_views_expectations.sh	packages/libmylite/tests/runtime_sys_io_global_by_wait_by_bytes_views_test.c	-	pr-native;nightly-mysql
claim-0036	b29b9cb48c0b9632	mysql	docs/specs/baseline-sys-io-global-by-wait-by-latency-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_io_global_by_wait_by_latency_views_expectations.sh	packages/libmylite/tests/runtime_sys_io_global_by_wait_by_latency_views_test.c	-	pr-native;nightly-mysql
claim-0037	ed31f9af1125cdce	mysql	docs/specs/baseline-sys-ps-digest-helper-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_ps_digest_helper_views_expectations.sh	packages/libmylite/tests/runtime_sys_ps_digest_helper_views_test.c	-	pr-native;nightly-mysql
claim-0038	3dec884da07a73df	mysql	docs/specs/baseline-sys-x-ps-schema-table-statistics-io-view/specs.md	packages/libmylite/tests/mysql_baseline_sys_x_ps_schema_table_statistics_io_view_expectations.sh	packages/libmylite/tests/runtime_sys_x_ps_schema_table_statistics_io_view_test.c	-	pr-native;nightly-mysql
claim-0039	60ef5256f1f260e4	mysql	docs/specs/baseline-sys-schema-auto-increment-columns-view/specs.md	packages/libmylite/tests/mysql_baseline_sys_schema_auto_increment_columns_view_expectations.sh	packages/libmylite/tests/runtime_sys_schema_auto_increment_columns_view_test.c	-	pr-native;nightly-mysql
claim-0040	b847f88b1b7894d7	mysql	docs/specs/baseline-sys-schema-index-statistics-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_schema_index_statistics_views_expectations.sh	packages/libmylite/tests/runtime_sys_schema_index_statistics_views_test.c	-	pr-native;nightly-mysql
claim-0041	de43eec40191199a	mysql	docs/specs/baseline-sys-schema-object-overview-view/specs.md	packages/libmylite/tests/mysql_baseline_sys_schema_object_overview_view_expectations.sh	packages/libmylite/tests/runtime_sys_schema_object_overview_view_test.c	-	pr-native;nightly-mysql
claim-0042	d23a7e041aa0108d	mysql	docs/specs/baseline-sys-schema-redundant-indexes-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_schema_redundant_indexes_views_expectations.sh	packages/libmylite/tests/runtime_sys_schema_redundant_indexes_views_test.c	-	pr-native;nightly-mysql
claim-0043	0430b324667781b7	mysql	docs/specs/baseline-sys-schema-table-lock-waits-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_schema_table_lock_waits_views_expectations.sh	packages/libmylite/tests/runtime_sys_schema_table_lock_waits_views_test.c	-	pr-native;nightly-mysql
claim-0044	0205fcc6a177f2cc	mysql	docs/specs/baseline-sys-schema-table-statistics-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_schema_table_statistics_views_expectations.sh	packages/libmylite/tests/runtime_sys_schema_table_statistics_views_test.c	-	pr-native;nightly-mysql
claim-0045	151c617163cf6ca8	mysql	docs/specs/baseline-sys-schema-table-statistics-with-buffer-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_schema_table_statistics_with_buffer_views_expectations.sh	packages/libmylite/tests/runtime_sys_schema_table_statistics_with_buffer_views_test.c	-	pr-native;nightly-mysql
claim-0046	09e321b1b4b7a470	mysql	docs/specs/baseline-sys-schema-tables-with-full-table-scans-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_schema_tables_with_full_table_scans_views_expectations.sh	packages/libmylite/tests/runtime_sys_schema_tables_with_full_table_scans_views_test.c	-	pr-native;nightly-mysql
claim-0047	861c902e78cc8a11	mysql	docs/specs/baseline-sys-schema-unused-indexes-view/specs.md	packages/libmylite/tests/mysql_baseline_sys_schema_unused_indexes_view_expectations.sh	packages/libmylite/tests/runtime_sys_schema_unused_indexes_view_test.c	-	pr-native;nightly-mysql
claim-0048	08cfc0d3fa879fcf	mysql	docs/specs/baseline-sys-sys-config-triggers/specs.md	packages/libmylite/tests/mysql_baseline_sys_sys_config_triggers_expectations.sh	packages/libmylite/tests/runtime_sys_sys_config_triggers_test.c	-	pr-native;nightly-mysql
claim-0049	cce1e323d67d20e1	mysql	docs/specs/baseline-sys-sys-config-triggers/specs.md	packages/libmylite/tests/mysql_baseline_sys_sys_config_triggers_expectations.sh	packages/libmylite/tests/runtime_sys_sys_config_triggers_test.c	-	pr-native;nightly-mysql
claim-0050	462e1da9db094b93	mysql	docs/specs/baseline-sys-version-view-definition/specs.md	packages/libmylite/tests/mysql_baseline_sys_version_view_definition_expectations.sh	packages/libmylite/tests/runtime_sys_version_view_test.c	-	pr-native;nightly-mysql
claim-0051	c1598c75bb280500	mysql	docs/specs/baseline-sys-io-global-by-file-by-latency-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_io_global_by_file_by_latency_views_expectations.sh	packages/libmylite/tests/runtime_sys_io_global_by_file_by_latency_views_test.c	-	pr-native;nightly-mysql
claim-0052	ab888bbd71fa271e	mysql	docs/specs/baseline-sys-wait-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_wait_views_expectations.sh	packages/libmylite/tests/runtime_sys_wait_views_test.c	-	pr-native;nightly-mysql
claim-0053	8f624f46fb0a1cad	mysql	docs/specs/baseline-sys-memory-by-host-by-current-bytes-views/specs.md	packages/libmylite/tests/mysql_baseline_sys_memory_by_host_by_current_bytes_views_expectations.sh	packages/libmylite/tests/runtime_sys_memory_by_host_by_current_bytes_views_test.c	-	pr-native;nightly-mysql
claim-0054	35732d6b6793a40a	mysql	docs/specs/baseline-sys-schema-auto-increment-columns-view/specs.md	packages/libmylite/tests/mysql_baseline_sys_schema_auto_increment_columns_view_expectations.sh	packages/libmylite/tests/runtime_sys_schema_auto_increment_columns_view_test.c	-	pr-native;nightly-mysql
claim-0055	aa27325cb26a53bd	mysql	docs/specs/baseline-sys-helper-functions/specs.md	packages/libmylite/tests/mysql_baseline_sys_helper_functions_expectations.sh	packages/libmylite/tests/runtime_sys_helper_functions_test.c	-	pr-native;nightly-mysql
claim-0056	60d2af1ea92b3c60	mysql	docs/specs/baseline-sys-performance-schema-helper-functions/specs.md	packages/libmylite/tests/mysql_baseline_sys_performance_schema_helper_functions_expectations.sh	packages/libmylite/tests/runtime_sys_performance_schema_helper_functions_test.c	-	pr-native;nightly-mysql
claim-0057	e138ebe2db3b50a3	mysql	docs/specs/baseline-performance-schema-native-helper-functions/specs.md	packages/libmylite/tests/mysql_baseline_sys_performance_schema_helper_functions_expectations.sh	packages/libmylite/tests/runtime_sys_performance_schema_helper_functions_test.c	-	pr-native;nightly-mysql
claim-0058	48e831a201ca1adc	mysql	docs/specs/baseline-performance-schema-variable-status-tables/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_variable_status_tables_expectations.sh	packages/libmylite/tests/runtime_performance_schema_variable_status_tables_test.c	-	pr-native;nightly-mysql
claim-0059	e9db0245c7bd64d8	mysql	docs/specs/baseline-performance-schema-variable-info-tables/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_variable_info_tables_expectations.sh	packages/libmylite/tests/runtime_performance_schema_variable_info_tables_test.c	-	pr-native;nightly-mysql
claim-0060	c0ab26b56c690747	mysql	docs/specs/baseline-performance-schema-instance-tables/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_instance_tables_expectations.sh	packages/libmylite/tests/runtime_performance_schema_instance_tables_test.c	-	pr-native;nightly-mysql
claim-0061	c3326b88b33670fe	mysql	docs/specs/baseline-performance-schema-instrumentation-placeholders/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_instrumentation_placeholders_expectations.sh	packages/libmylite/tests/runtime_performance_schema_instrumentation_placeholders_test.c	-	pr-native;nightly-mysql
claim-0062	1428ee17d6cb8a96	mysql	docs/specs/baseline-performance-schema-host-keyring-placeholders/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_host_keyring_placeholders_expectations.sh	packages/libmylite/tests/runtime_performance_schema_host_keyring_placeholders_test.c	-	pr-native;nightly-mysql
claim-0063	7a0ed245e6dc633c	mysql	docs/specs/baseline-performance-schema-replication-placeholders/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_replication_placeholders_expectations.sh	packages/libmylite/tests/runtime_performance_schema_replication_placeholders_test.c	-	pr-native;nightly-mysql
claim-0064	d23672baa2e0ccd6	mysql	docs/specs/baseline-performance-schema-connection-attribute-tables/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_connection_attribute_tables_expectations.sh	packages/libmylite/tests/runtime_performance_schema_connection_attribute_tables_test.c	-	pr-native;nightly-mysql
claim-0065	2366bf59358b9567	mysql	docs/specs/baseline-performance-schema-performance-timers-table/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_performance_timers_expectations.sh	packages/libmylite/tests/runtime_performance_schema_performance_timers_test.c	-	pr-native;nightly-mysql
claim-0066	c91fe2f3945504db	mysql	docs/specs/baseline-performance-schema-setup-actor-consumer-tables/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_setup_actor_consumer_tables_expectations.sh	packages/libmylite/tests/runtime_performance_schema_setup_actor_consumer_tables_test.c	-	pr-native;nightly-mysql
claim-0067	7595fed73c27112e	mysql	docs/specs/baseline-performance-schema-setup-logger-meter-tables/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_setup_logger_meter_tables_expectations.sh	packages/libmylite/tests/runtime_performance_schema_setup_logger_meter_tables_test.c	-	pr-native;nightly-mysql
claim-0068	c26a938a6bff3315	mysql	docs/specs/baseline-performance-schema-setup-metrics-table/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_setup_metrics_table_expectations.sh	packages/libmylite/tests/runtime_performance_schema_setup_metrics_table_test.c	-	pr-native;nightly-mysql
claim-0069	bc479ec384e48b3a	mysql	docs/specs/baseline-performance-schema-setup-objects-table/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_setup_objects_expectations.sh	packages/libmylite/tests/runtime_performance_schema_setup_objects_test.c	-	pr-native;nightly-mysql
claim-0070	494af601f71e8a65	mysql	docs/specs/baseline-performance-schema-setup-threads-table/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_setup_threads_expectations.sh	packages/libmylite/tests/runtime_performance_schema_setup_threads_test.c	-	pr-native;nightly-mysql
claim-0071	f3e413b4909ac5fa	mysql	docs/specs/baseline-performance-schema-metadata-locks/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_metadata_locks_expectations.sh	packages/libmylite/tests/runtime_performance_schema_metadata_locks_test.c	-	pr-native;nightly-mysql
claim-0072	3d7b66b9a07e4d3c	mysql	docs/specs/baseline-performance-schema-object-tls-placeholders/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_object_tls_placeholders_expectations.sh	packages/libmylite/tests/runtime_performance_schema_object_tls_placeholders_test.c	-	pr-native;nightly-mysql
claim-0073	fa0d533f1bbbad20	mysql	docs/specs/baseline-performance-schema-table-handles-table/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_table_handles_table_expectations.sh	packages/libmylite/tests/runtime_performance_schema_table_handles_table_test.c	-	pr-native;nightly-mysql
claim-0074	8c748b448c770536	mysql	docs/specs/baseline-performance-schema-table-wait-summary-placeholders/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_table_wait_summary_placeholders_expectations.sh	packages/libmylite/tests/runtime_performance_schema_table_wait_summary_placeholders_test.c	-	pr-native;nightly-mysql
claim-0075	68d8c3f2aa6c2fe5	mysql	docs/specs/baseline-performance-schema-user-defined-functions-table/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_user_defined_functions_expectations.sh	packages/libmylite/tests/runtime_performance_schema_user_defined_functions_test.c	-	pr-native;nightly-mysql
claim-0076	7fb036dbb86f25f6	mysql	docs/specs/baseline-performance-schema-user-variables-by-thread-table/specs.md	packages/libmylite/tests/mysql_baseline_performance_schema_user_variables_by_thread_expectations.sh	packages/libmylite/tests/runtime_performance_schema_user_variables_by_thread_test.c	-	pr-native;nightly-mysql
claim-0077	7723cf2a1ffa549c	mysql	docs/specs/baseline-sys-procedure-placeholders/specs.md	packages/libmylite/tests/mysql_baseline_sys_procedure_placeholders_expectations.sh	packages/libmylite/tests/runtime_sys_procedure_placeholders_test.c	-	pr-native;nightly-mysql
claim-0078	ff233ee330276294	mysql	docs/specs/baseline-mysql-enterprise-table-absence/specs.md	packages/libmylite/tests/mysql_baseline_mysql_enterprise_table_absence_expectations.sh	packages/libmylite/tests/runtime_mysql_enterprise_table_absence_test.c	-	pr-native;nightly-mysql
claim-0079	f74c5d78ce1ecceb	mysql	docs/specs/baseline-mysql-global-grants-table/specs.md	packages/libmylite/tests/mysql_baseline_mysql_global_grants_table_expectations.sh	packages/libmylite/tests/runtime_mysql_global_grants_table_test.c	-	pr-native;nightly-mysql
claim-0080	55c495f2c67c4e7e	mysql	docs/specs/baseline-mysql-component-table/specs.md	packages/libmylite/tests/mysql_baseline_mysql_component_table_expectations.sh	packages/libmylite/tests/runtime_mysql_component_table_test.c	-	pr-native;nightly-mysql
claim-0081	7e5465c4c44ced9e	mysql	docs/specs/baseline-mysql-replication-metadata-tables/specs.md	packages/libmylite/tests/mysql_baseline_mysql_replication_metadata_tables_expectations.sh	packages/libmylite/tests/runtime_mysql_replication_metadata_tables_test.c	-	pr-native;nightly-mysql
claim-0082	ae38c4e9b7aaada5	mysql	docs/specs/baseline-session-system-user-identity/specs.md	packages/libmylite/tests/mysql_baseline_session_system_user_identity_expectations.sh	packages/libmylite/tests/runtime_current_user_identity_test.c	-	pr-native;nightly-mysql
claim-0083	ad49a36d42705cfa	mysql	docs/specs/baseline-current-role-function/specs.md	packages/libmylite/tests/mysql_baseline_current_role_function_expectations.sh	packages/libmylite/tests/runtime_current_user_identity_test.c	-	pr-native;nightly-mysql
claim-0084	e6cd18a8ec59f576	mysql	docs/specs/parser-admin-stored-program-placeholders/specs.md	packages/libmylite/tests/mysql_parser_corpus_admin_transaction_surfaces_expectations.sh	packages/libmylite/tests/parser_admin_stored_program_placeholders_test.c	-	pr-native;nightly-mysql
claim-0085	824b60b78b32cba6	mysql	docs/specs/parser-corpus-view-fulltext-utility-placeholders/specs.md	packages/libmylite/tests/mysql_parser_corpus_view_fulltext_utility_placeholders_expectations.sh	packages/libmylite/tests/parser_corpus_view_fulltext_utility_placeholders_test.c	-	pr-native;nightly-mysql
claim-0086	11c3fc34ca7b5992	mysql	docs/specs/parser-corpus-admin-set-residuals/specs.md	packages/libmylite/tests/mysql_parser_corpus_admin_set_residuals_expectations.sh	packages/libmylite/tests/parser_corpus_admin_set_residuals_test.c	-	pr-native;nightly-mysql
claim-0087	b701c42c7717cfc1	mysql	docs/specs/baseline-mysql-server-version-identity/specs.md	packages/libmylite/tests/mysql_baseline_sql_generate_invisible_primary_key_system_variable_expectations.sh	packages/libmylite/tests/runtime_sql_generate_invisible_primary_key_system_variable_test.c	-	pr-native;nightly-mysql
claim-0088	1fec3a7a488a6d0e	mysql	docs/specs/baseline-remaining-system-variables/specs.md	packages/libmylite/tests/mysql_baseline_remaining_system_variables_expectations.sh	packages/libmylite/tests/runtime_remaining_system_variables_test.c	-	pr-native;nightly-mysql
claim-0089	66806585d78fdc55	mysql	docs/specs/baseline-diagnostics-count-variables/specs.md	packages/libmylite/tests/mysql_baseline_diagnostics_count_variables_expectations.sh	packages/libmylite/tests/runtime_diagnostics_count_variables_test.c	-	pr-native;nightly-mysql
claim-0090	b8b48636a59ab2cf	mysql	docs/specs/baseline-diagnostics-count-variables/specs.md	packages/libmylite/tests/mysql_baseline_diagnostics_count_variables_expectations.sh	packages/libmylite/tests/runtime_diagnostics_count_variables_test.c	-	pr-native;nightly-mysql
claim-0091	33b94ef3ecd7c934	mysql	docs/specs/baseline-explicit-defaults-for-timestamp-system-variable/specs.md	packages/libmylite/tests/mysql_baseline_explicit_defaults_for_timestamp_system_variable_expectations.sh	packages/libmylite/tests/runtime_explicit_defaults_for_timestamp_system_variable_test.c	-	pr-native;nightly-mysql
claim-0092	e774e2f237624245	mysql	docs/specs/baseline-database-character-set-system-variables/specs.md	packages/libmylite/tests/mysql_baseline_database_character_set_system_variables_expectations.sh	packages/libmylite/tests/runtime_character_set_system_variables_test.c	-	pr-native;nightly-mysql
claim-0093	3d6c974258bbf37d	mysql	docs/specs/baseline-filesystem-character-set-system-variable/specs.md	packages/libmylite/tests/mysql_baseline_filesystem_character_set_system_variable_expectations.sh	packages/libmylite/tests/runtime_character_set_system_variables_test.c	-	pr-native;nightly-mysql
claim-0094	f070d85fe055ff44	mysql	docs/specs/baseline-default-tmp-storage-engine-system-variable/specs.md	packages/libmylite/tests/mysql_baseline_default_tmp_storage_engine_system_variable_expectations.sh	packages/libmylite/tests/runtime_innodb_engine_surface_test.c	-	pr-native;nightly-mysql
claim-0095	5ea5a3371384305d	mysql	docs/specs/baseline-auto-increment-step-system-variables/specs.md	packages/libmylite/tests/mysql_baseline_auto_increment_step_system_variables_expectations.sh	packages/libmylite/tests/runtime_auto_increment_step_system_variables_test.c	-	pr-native;nightly-mysql
claim-0096	3930ed0b1667c94a	mysql	docs/specs/baseline-autocommit-system-variable/specs.md	packages/libmylite/tests/mysql_baseline_autocommit_system_variable_expectations.sh	packages/libmylite/tests/runtime_autocommit_system_variable_test.c	-	pr-native;nightly-mysql
claim-0097	2234a38e31e421db	mysql	docs/specs/baseline-big-tables-system-variable/specs.md	packages/libmylite/tests/mysql_baseline_big_tables_system_variable_expectations.sh	packages/libmylite/tests/runtime_big_tables_system_variable_test.c	-	pr-native;nightly-mysql
claim-0098	ef9e4ced0e259d69	mysql	docs/specs/baseline-sql-quote-show-create-system-variable/specs.md	packages/libmylite/tests/mysql_baseline_sql_quote_show_create_system_variable_expectations.sh	packages/libmylite/tests/runtime_sql_quote_show_create_system_variable_test.c	-	pr-native;nightly-mysql
claim-0099	879b28761f86549c	mysql	docs/specs/baseline-mutable-foreign-key-checks/specs.md	packages/libmylite/tests/mysql_baseline_foreign_key_checks_system_variable_expectations.sh	packages/libmylite/tests/runtime_foreign_key_checks_system_variable_test.c	-	pr-native;nightly-mysql
